,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Distance_m,Bath_AbvGr,Branch_Number
757,97500,-93.6217097,42.0260296,Old_Town,5852,TwoFmCon,Average,9,1864,True,False,Normal,1902,2000,6,3414.5667564035543,3,Branch_2
758,135000,-93.6250433,42.0242487,Iowa_DOT_and_Rail_Road,5160,OneFam,Above_Average,4,1666,True,True,Normal,1927,1950,3,3730.5056324984917,1,Branch_4
760,116000,-93.599575,42.022828,Iowa_DOT_and_Rail_Road,10320,TwoFmCon,Good,7,1403,True,True,Normal,1915,1965,3,1870.8310303183212,2,Branch_4
761,88750,-93.659205,42.032681,Sawyer,4280,OneFam,Excellent,4,704,False,True,Normal,1946,2001,2,6431.1298338807,1,Branch_3
764,159900,-93.657107,42.028049,Edwards,10547,Duplex,Average,6,1152,False,True,Normal,1978,1978,2,6281.408871925401,2,Branch_3
765,61000,-93.6601886,42.0269586,Edwards,10020,OneFam,Very_Poor,4,904,False,False,Normal,1922,1950,1,6546.973226645999,1,Branch_3
766,103600,-93.657241,42.022825,Edwards,6629,OneFam,Above_Average,6,1369,True,True,Normal,1925,1950,3,6369.445908473168,2,Branch_3
767,63000,-93.658381,42.022978,Edwards,9780,OneFam,Fair,6,1112,True,True,Normal,1934,1950,4,6459.435449492557,2,Branch_3
768,175000,-93.669839,42.033376,Sawyer,12886,OneFam,Above_Average,6,1464,False,True,Normal,1963,1999,3,7311.725925678187,2,Branch_3
769,139000,-93.675401,42.033633,Sawyer,8816,OneFam,Above_Average,5,1121,False,True,Normal,1963,1963,3,7772.495046392535,1,Branch_3
770,172500,-93.672288,42.032367,Sawyer,11184,OneFam,Average,7,1683,True,True,Normal,1978,1978,3,7514.747529473854,3,Branch_3
772,130000,-93.677991,42.029863,Sawyer,7800,OneFam,Good,5,899,False,True,Normal,1967,2004,3,7994.32948295447,1,Branch_3
773,149900,-93.672651,42.031342,Sawyer,8014,OneFam,Average,5,1034,False,True,Normal,1978,1978,3,7546.742507453996,1,Branch_3
774,134900,-93.671849,42.030628,Sawyer,7252,OneFam,Average,5,858,False,True,Normal,1982,1982,2,7482.7327164550925,1,Branch_3
775,137000,-93.671369,42.031138,Sawyer,8740,OneFam,Above_Average,4,860,False,True,Normal,1982,1982,2,7441.210808044605,1,Branch_3
776,139000,-93.666432,42.033427,Sawyer,11616,OneFam,Average,6,1092,False,True,Normal,1962,1962,3,7029.641007441817,1,Branch_3
777,165000,-93.66636,42.033277,Sawyer,15400,OneFam,Average,8,1774,True,True,Normal,1961,1961,4,7023.587668098549,2,Branch_3
778,148000,-93.666813,42.032302,Sawyer,15312,OneFam,Average,6,1138,False,True,Normal,1960,1960,3,7061.46741162069,1,Branch_3
779,165000,-93.662126,42.032652,Clear_Creek,15584,OneFam,Average,9,2071,False,True,Normal,1956,1956,4,6673.0274767892915,2,Branch_3
780,63900,-93.659279,42.032564,Sawyer,9000,OneFam,Poor,5,660,False,False,Normal,1947,1950,2,6437.342280814248,1,Branch_3
781,161500,-93.660877,42.032503,Clear_Creek,11250,OneFam,Average,8,1788,True,True,Normal,1957,1989,5,6569.720192741815,1,Branch_3
782,143000,-93.66798,42.026548,Clear_Creek,25095,OneFam,Very_Good,5,1473,False,True,Partial,1968,2003,1,7193.531244544164,1,Branch_3
783,135000,-93.671177,42.023229,Edwards,17140,OneFam,Above_Average,6,1229,False,True,Normal,1956,1956,3,7501.479945902721,1,Branch_3
784,82500,-93.6721573,42.0240278,Edwards,12342,OneFam,Average,4,861,False,True,Normal,1940,1950,1,7569.618228363816,1,Branch_3
785,190000,-93.666242,42.028468,Clear_Creek,10708,OneFam,Average,7,1867,False,True,Normal,1955,1993,2,7031.834464591831,1,Branch_3
786,139600,-93.665996,42.027656,Edwards,13680,OneFam,Average,8,1733,False,True,Normal,1955,1955,4,7018.573844828735,2,Branch_3
787,122000,-93.665994,42.027506,Edwards,15635,OneFam,Average,6,1383,False,True,Normal,1954,1954,2,7019.838878231642,1,Branch_3
788,127500,-93.667776,42.024483,Edwards,9855,OneFam,Average,7,1689,False,True,Normal,1956,1956,3,7203.264030338895,1,Branch_3
789,121500,-93.668212,42.023982,Edwards,9571,OneFam,Average,5,1073,False,True,Normal,1956,1956,2,7246.549368426646,1,Branch_3
791,154400,-93.665271,42.026133,Edwards,9350,OneFam,Good,6,1639,True,True,Normal,1946,1950,3,6975.229072498784,2,Branch_3
792,113000,-93.66527,42.025996,Edwards,9340,OneFam,Above_Average,4,672,False,True,Normal,1941,1950,2,6976.828264794533,1,Branch_3
793,125000,-93.660147,42.026307,Edwards,7440,OneFam,Above_Average,5,1089,False,True,Normal,1954,1954,3,6551.36509663571,1,Branch_3
794,84000,-93.663366,42.024993,Edwards,11500,OneFam,Fair,5,845,False,True,Normal,1957,1957,3,6833.761816710645,1,Branch_3
795,139500,-93.6641939,42.0246851,Edwards,4235,TwnhsE,Average,5,1049,False,True,Normal,1984,1984,2,6906.241591659821,2,Branch_3
796,131000,-93.66104,42.0247212,Edwards,11409,OneFam,Below_Average,8,1716,True,True,Normal,1949,2008,3,6646.9230423526105,2,Branch_3
797,105000,-93.661005,42.023548,Edwards,9060,OneFam,Average,6,1258,True,True,Normal,1939,1950,2,6663.341037915025,1,Branch_3
798,108000,-93.659855,42.022754,Edwards,9084,OneFam,Average,7,1510,True,True,Normal,1940,1950,4,6583.975962738447,1,Branch_3
799,162000,-93.684708,42.034183,Sawyer_West,10778,OneFam,Above_Average,4,1061,False,True,Normal,1990,1991,1,8543.85866167865,2,Branch_3
800,156500,-93.685733,42.033714,Sawyer_West,19255,OneFam,Average,5,1338,False,True,Normal,1983,1983,2,8628.103842453502,2,Branch_3
801,316600,-93.685986,42.0318449,Sawyer_West,12327,OneFam,Very_Good,5,2132,True,True,Normal,1983,2009,1,8649.698555581243,2,Branch_3
802,271900,-93.68341,42.03254,Sawyer_West,14684,OneFam,Good,7,2196,False,True,Normal,1990,1991,3,8435.565905885735,2,Branch_3
803,213000,-93.681063,42.030625,Sawyer_West,9317,OneFam,Average,7,1775,True,True,Normal,1993,1993,3,8245.330056224862,3,Branch_3
804,239900,-93.682025,42.030623,Sawyer_West,10560,OneFam,Average,8,1879,True,True,Normal,1993,1994,3,8324.960364225162,3,Branch_3
805,239500,-93.682176,42.030678,Sawyer_West,9828,OneFam,Average,8,2020,True,True,Normal,1995,1995,3,8337.265758508896,3,Branch_3
806,131000,-93.679789,42.03252,Sawyer_West,26400,OneFam,Good,7,2016,True,True,Normal,1880,2007,4,8135.7370782381895,1,Branch_3
815,269500,-93.679856,42.030531,Sawyer_West,11855,Duplex,Average,8,2787,True,True,Normal,2000,2000,6,8145.7767961346835,6,Branch_3
816,269500,-93.6791251,42.0310946,Sawyer_West,7939,Duplex,Average,8,2787,True,True,Normal,2000,2000,6,8083.39061107228,6,Branch_3
817,269500,-93.679181,42.0309301,Sawyer_West,7976,Duplex,Average,8,2787,True,True,Normal,2000,2000,6,8088.520737163916,6,Branch_3
818,323262,-93.687067,42.026626,College_Creek,10933,OneFam,Average,8,1680,False,True,Partial,2009,2009,1,8767.062840925317,2,Branch_3
819,297000,-93.688859,42.026482,College_Creek,10637,OneFam,Average,7,1718,False,True,Normal,2007,2008,3,8916.278636750749,2,Branch_3
820,295493,-93.688993,42.026414,College_Creek,10226,OneFam,Average,8,1630,False,True,Normal,2008,2008,3,8927.957146249268,2,Branch_3
821,332000,-93.689091,42.026372,College_Creek,10816,OneFam,Average,8,1720,False,True,Normal,2008,2008,3,8936.430217255052,2,Branch_3
822,239900,-93.690266,42.025707,College_Creek,9178,OneFam,Average,6,1468,False,True,Normal,2008,2008,3,9039.752594363677,2,Branch_3
823,212000,-93.690971,42.025293,College_Creek,10769,OneFam,Average,7,1768,True,True,Normal,2007,2007,3,9102.128114896845,3,Branch_3
824,272500,-93.690364,42.025577,College_Creek,11422,OneFam,Average,7,1838,False,True,Normal,2007,2008,3,9049.14460048796,2,Branch_3
825,239000,-93.689072,42.024628,College_Creek,11923,OneFam,Average,7,1800,False,True,Normal,2007,2007,2,8952.963484889804,2,Branch_3
827,200000,-93.691433,42.024613,College_Creek,6762,OneFam,Average,6,1290,False,True,Normal,2007,2007,2,9147.627375794265,2,Branch_3
828,221800,-93.69157,42.024765,College_Creek,10324,OneFam,Average,5,1254,False,True,Normal,2008,2008,2,9157.206957822198,2,Branch_3
829,194500,-93.690111,42.024327,College_Creek,7314,OneFam,Average,6,1232,False,True,Normal,2007,2007,2,9042.059743396718,2,Branch_3
830,237000,-93.689066,42.024399,College_Creek,11645,OneFam,Average,7,1498,False,True,Normal,2005,2006,3,8955.154768527722,2,Branch_3
831,173000,-93.689081,42.02322,College_Creek,11646,OneFam,Average,7,1422,True,True,Normal,2005,2006,3,8971.343011471192,3,Branch_3
832,275000,-93.685125,42.029772,Sawyer_West,12800,OneFam,Average,5,1644,False,True,Normal,1989,1989,2,8585.000630983384,2,Branch_3
833,233500,-93.679297,42.02792,Clear_Creek,16698,OneFam,Average,7,1759,True,True,Normal,1992,1993,3,8114.571982654812,3,Branch_3
835,152000,-93.691883,42.021171,College_Creek,12464,OneFam,Average,6,1040,False,True,Normal,1996,1996,3,9231.4417940516,1,Branch_3
836,143000,-93.692135,42.021176,College_Creek,9757,OneFam,Good,5,990,False,True,Normal,1994,1994,3,9252.021247387378,1,Branch_3
837,231500,-93.688372,42.021207,College_Creek,15426,OneFam,Average,7,1764,True,True,Normal,1997,1997,3,8943.130813115726,3,Branch_3
838,212000,-93.690401,42.020817,College_Creek,10667,OneFam,Above_Average,6,1661,True,True,Normal,1996,1996,3,9115.73596062903,3,Branch_3
839,207000,-93.691355,42.019784,College_Creek,14753,OneFam,Average,5,1463,False,True,Normal,1998,1998,3,9211.501963345549,2,Branch_3
840,145000,-93.691585,42.018996,College_Creek,10859,OneFam,Average,6,1097,False,True,Normal,1994,1995,3,9244.659579476094,2,Branch_3
841,138000,-93.6928668,42.0197228,College_Creek,8072,OneFam,Average,5,990,False,True,Normal,1994,1995,3,9336.205130493414,1,Branch_3
842,197900,-93.690548,42.018597,College_Creek,10400,OneFam,Average,6,1779,True,True,Normal,1998,1998,3,9167.653138202715,3,Branch_3
843,204000,-93.690324,42.017569,College_Creek,10335,OneFam,Average,6,1501,False,True,Normal,1999,1999,3,9170.076088105012,2,Branch_3
844,192000,-93.691667,42.016903,College_Creek,9017,OneFam,Average,6,1431,False,True,Normal,1999,1999,3,9293.342276436671,2,Branch_3
845,200000,-93.688383,42.018667,College_Creek,8750,OneFam,Average,7,1772,True,True,Normal,1998,1998,3,8989.766597809254,3,Branch_3
846,195000,-93.689431,42.016862,College_Creek,8935,OneFam,Average,7,1660,True,True,Normal,2002,2002,3,9112.57410467194,3,Branch_3
847,227000,-93.691175,42.016399,College_Creek,9808,OneFam,Average,6,1573,False,True,Normal,2002,2002,3,9264.3549728036,2,Branch_3
848,230000,-93.689438,42.01571,College_Creek,12420,OneFam,Average,6,1840,True,True,Normal,2001,2001,3,9139.210541334181,3,Branch_3
849,187100,-93.689942,42.016551,College_Creek,16285,OneFam,Average,6,1430,False,True,Normal,2001,2002,3,9160.911336732795,2,Branch_3
850,203000,-93.691672,42.01613,College_Creek,10739,OneFam,Average,6,1444,False,True,Normal,2002,2001,3,9310.675312739715,2,Branch_3
852,124000,-93.686916,42.021384,College_Creek,8430,OneFam,Average,5,1040,False,False,Normal,1978,1978,3,8820.960945028528,2,Branch_3
853,140000,-93.687212,42.020087,College_Creek,16269,OneFam,Average,5,907,False,True,Normal,1978,1978,3,8867.41296986698,1,Branch_3
854,134900,-93.687219,42.019184,College_Creek,6950,OneFam,Good,5,914,False,True,Normal,1979,1979,2,8884.78712162072,1,Branch_3
855,150500,-93.685068,42.019697,College_Creek,8800,OneFam,Good,5,1040,False,True,Normal,1977,2008,3,8699.494995634312,2,Branch_3
856,136500,-93.684887,42.019548,College_Creek,7000,OneFam,Very_Good,6,864,False,True,Normal,1978,2005,3,8687.55796889541,1,Branch_3
857,143500,-93.684954,42.019691,College_Creek,9286,OneFam,Good,5,1268,False,True,Normal,1977,1989,3,8690.304211391165,2,Branch_3
858,133500,-93.683157,42.020666,College_Creek,15523,OneFam,Above_Average,5,864,False,True,Normal,1972,1972,3,8525.582923772723,1,Branch_3
859,123000,-93.683159,42.020991,College_Creek,7200,OneFam,Average,6,894,False,True,Normal,1972,1972,2,8520.011319613652,1,Branch_3
860,133900,-93.68317,42.021788,College_Creek,7200,OneFam,Very_Good,5,768,False,True,Normal,1972,2003,2,8507.480428927824,1,Branch_3
861,133000,-93.68351,42.020843,College_Creek,8445,OneFam,Good,5,768,False,True,Normal,1972,2007,2,8551.308506110432,1,Branch_3
862,250000,-93.687819,42.017109,College_Creek,11664,OneFam,Average,6,1611,False,True,Normal,2002,2002,3,8976.266014043405,2,Branch_3
863,254750,-93.686218,42.018722,College_Creek,12334,OneFam,Average,8,2184,True,True,Normal,2003,2003,4,8812.244725193206,3,Branch_3
864,236500,-93.68269,42.018847,College_Creek,11838,OneFam,Average,7,1788,False,True,Normal,2001,2001,3,8522.40485732282,2,Branch_3
865,261500,-93.682623,42.01877,College_Creek,11885,OneFam,Average,7,1872,True,True,Normal,2001,2001,3,8518.535863511821,3,Branch_3
866,313000,-93.682983,42.018703,College_Creek,11050,OneFam,Average,8,2153,True,True,Normal,2000,2000,3,8549.217067108839,3,Branch_3
867,198500,-93.686744,42.016973,College_Creek,8749,OneFam,Average,6,1725,True,True,Normal,2002,2002,3,8892.00212503573,3,Branch_3
868,211000,-93.685673,42.016978,College_Creek,11250,OneFam,Average,6,1870,True,True,Normal,2001,2001,3,8804.998929482048,3,Branch_3
869,220000,-93.67915,42.0181479,College_Creek,15750,OneFam,Average,5,1513,False,True,Normal,1999,2000,2,8249.614008404476,2,Branch_3
870,203000,-93.680706,42.018875,College_Creek,11883,OneFam,Average,6,1504,False,True,Normal,1996,1996,3,8360.374562571542,2,Branch_3
871,279500,-93.681109,42.018866,College_Creek,12782,OneFam,Average,7,1828,False,True,Normal,2002,2003,3,8393.348585347469,2,Branch_3
872,210000,-93.681343,42.018006,College_Creek,8750,OneFam,Average,7,1417,False,True,Normal,1997,1998,3,8430.758556117942,2,Branch_3
873,219500,-93.681411,42.017856,College_Creek,9375,OneFam,Average,8,2034,True,True,Normal,1997,1998,3,8439.588396912319,3,Branch_3
874,191000,-93.680782,42.017856,College_Creek,8750,OneFam,Average,7,1716,True,True,Normal,1996,1996,2,8388.543964630771,3,Branch_3
875,178000,-93.68218,42.016819,College_Creek,9100,OneFam,Average,6,1212,False,True,Normal,2001,2001,3,8525.574908236396,2,Branch_3
876,213000,-93.68167,42.016797,College_Creek,9750,OneFam,Average,6,1630,False,True,Normal,2000,2001,3,8484.806833813851,2,Branch_3
877,144000,-93.681297,42.016274,College_Creek,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2004,1,8467.188072338684,1,Branch_3
878,140000,-93.681439,42.016271,College_Creek,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2003,1,8478.736155019835,1,Branch_3
879,293200,-93.684115,42.016468,College_Creek,10200,OneFam,Average,7,1602,False,True,Normal,2007,2007,3,8690.468471519167,2,Branch_3
880,190000,-93.685333,42.013957,College_Creek,9313,OneFam,Average,7,1728,True,True,Normal,2004,2004,3,8851.644211239314,3,Branch_3
881,190000,-93.686051,42.014054,College_Creek,8487,OneFam,Average,6,1500,False,True,Normal,2004,2004,3,8906.847910740888,2,Branch_3
882,173500,-93.684536,42.013512,College_Creek,8633,OneFam,Average,7,1476,True,True,Normal,2005,2005,3,8799.598217278724,3,Branch_3
883,170000,-93.6843,42.013392,College_Creek,11069,OneFam,Average,6,1396,True,True,Normal,2007,2007,3,8783.951517654335,3,Branch_3
884,108000,-93.678305,42.020123,Edwards,8777,OneFam,Average,5,1126,False,True,Normal,1949,2003,2,8139.608536014532,2,Branch_3
885,167000,-93.677407,42.021246,Edwards,9937,OneFam,Good,7,1486,False,True,Normal,1964,1999,3,8045.197415031093,1,Branch_3
886,100000,-93.676372,42.021219,Edwards,8877,OneFam,Above_Average,3,816,False,True,Normal,1938,1958,2,7961.119422595005,1,Branch_3
887,198500,-93.672234,42.018988,Edwards,7301,OneFam,Average,7,1922,True,True,Normal,2003,2003,4,7669.734107458474,3,Branch_3
888,159500,-93.6755239,42.0186549,Edwards,7950,OneFam,Above_Average,6,1426,True,True,Normal,1977,1977,3,7944.082966429907,2,Branch_3
889,127000,-93.6739723,42.0196717,Edwards,10682,OneFam,Above_Average,7,1149,False,True,Normal,1960,1971,3,7795.976586958129,1,Branch_3
891,320000,-93.676608,42.017026,Edwards,13286,OneFam,Average,8,1698,False,True,Normal,2007,2008,3,8069.9409915869055,2,Branch_3
892,145500,-93.669952,42.01896,Edwards,3675,TwnhsE,Average,5,1072,False,True,Normal,2005,2006,2,7485.408430442012,1,Branch_3
893,118000,-93.664779,42.022478,Edwards,9405,OneFam,Excellent,4,698,False,False,Normal,1947,2008,2,6991.063690349982,1,Branch_3
894,85000,-93.666315,42.019423,Edwards,6410,OneFam,Average,5,876,False,True,Normal,1959,1959,3,7180.078730349344,1,Branch_3
895,120000,-93.664685,42.020321,Edwards,11767,OneFam,Average,6,1368,False,True,Normal,1950,1950,3,7027.470980818564,1,Branch_3
896,98000,-93.6644556,42.0217997,Edwards,8405,OneFam,Fair,9,1529,True,True,Normal,1945,1950,4,6977.700676819916,2,Branch_3
897,99900,-93.659191,42.021496,Edwards,4060,OneFam,Very_Good,4,864,False,False,Normal,1922,1950,2,6555.615390916626,1,Branch_3
898,82000,-93.664812,42.019004,Edwards,10206,OneFam,Fair,4,944,False,True,Normal,1952,1952,2,7068.511731018716,1,Branch_3
899,119900,-93.6644024,42.01822,Edwards,10926,Duplex,Average,10,1678,False,False,Normal,1959,1959,6,7055.179913386034,2,Branch_3
900,103500,-93.664336,42.019381,Edwards,11767,OneFam,Average,7,1560,False,True,Normal,1956,1956,2,7020.913991247229,1,Branch_3
902,110000,-93.657963,42.022092,Edwards,12354,OneFam,Very_Good,7,1196,True,True,Normal,1920,2000,3,6443.114701307316,1,Branch_3
903,122000,-93.656664,42.022088,Edwards,8212,OneFam,Above_Average,6,1298,True,True,Normal,1941,1950,3,6337.564951940769,1,Branch_3
904,117000,-93.655674,42.022091,Edwards,10998,OneFam,Average,6,1604,True,True,Normal,1941,1960,3,6257.03913859328,2,Branch_3
907,60000,-93.651786,42.017564,South_and_West_of_Iowa_State_University,8400,OneFam,Average,3,438,False,True,Normal,1920,1950,1,6063.965512604915,1,Branch_4
908,139500,-93.64857,42.016921,South_and_West_of_Iowa_State_University,9900,OneFam,Good,7,1489,True,True,Normal,1940,1950,3,5830.410505189712,2,Branch_4
909,197000,-93.651669,42.016182,South_and_West_of_Iowa_State_University,15863,OneFam,Fair,12,3082,True,True,Normal,1920,1970,5,6099.902975223078,3,Branch_4
910,105000,-93.646555,42.019094,South_and_West_of_Iowa_State_University,5707,OneFam,Above_Average,6,1242,True,True,Normal,1935,1950,3,5600.478331385125,2,Branch_4
911,135000,-93.648414,42.018931,South_and_West_of_Iowa_State_University,7804,OneFam,Fair,7,1981,True,True,Normal,1928,1950,4,5753.531772154535,2,Branch_4
912,147500,-93.646655,42.017889,Crawford,8574,OneFam,Very_Good,6,1232,False,True,Normal,1916,2000,3,5646.7480129534715,1,Branch_4
913,137450,-93.648429,42.017835,South_and_West_of_Iowa_State_University,6171,OneFam,Above_Average,7,1608,True,True,Normal,1925,1990,3,5788.955657941715,3,Branch_4
914,155000,-93.6459433,42.0189256,South_and_West_of_Iowa_State_University,7200,OneFam,Excellent,6,1135,True,True,Normal,1936,2007,3,5557.024007667501,1,Branch_4
915,177000,-93.646881,42.016943,Crawford,7558,OneFam,Above_Average,9,1913,True,True,Normal,1928,1950,3,5696.627520187416,2,Branch_4
916,145000,-93.648419,42.016835,South_and_West_of_Iowa_State_University,6292,OneFam,Good,6,1477,True,True,Normal,1928,1950,3,5821.443284196775,2,Branch_4
917,137000,-93.644704,42.016957,Crawford,7155,OneFam,Very_Good,6,1228,True,True,Normal,1918,1990,3,5525.151927058576,1,Branch_4
918,234000,-93.644636,42.016067,Crawford,10918,OneFam,Excellent,9,2080,True,True,Normal,1926,2004,3,5552.505113680266,2,Branch_4
919,205000,-93.6428055,42.0191252,Crawford,13680,OneFam,Above_Average,6,1567,True,True,Normal,1940,1950,2,5301.634780007838,2,Branch_4
920,177500,-93.6397,42.019181,Crawford,7500,OneFam,Good,7,1494,True,True,Normal,1942,1950,3,5054.176703904624,1,Branch_4
921,160000,-93.642371,42.018707,Crawford,9600,OneFam,Good,7,1308,True,True,Normal,1940,1950,2,5280.97727517871,2,Branch_4
922,155000,-93.64012,42.017583,Crawford,14680,OneFam,Below_Average,5,1273,False,True,Normal,1960,1960,2,5143.6295357466915,1,Branch_4
923,163500,-93.640592,42.017574,Crawford,13360,OneFam,Good,5,964,False,True,Normal,1921,2006,2,5180.8440277953805,1,Branch_4
924,154900,-93.644295,42.016684,Crawford,7681,OneFam,Above_Average,7,1343,True,True,Normal,1921,1950,3,5503.0001839367305,2,Branch_4
925,205000,-93.6439975,42.0158534,Crawford,8145,Duplex,Above_Average,13,2480,True,True,Normal,1940,1950,5,5510.920457829572,3,Branch_4
927,174500,-93.642945,42.014688,Crawford,12000,OneFam,Good,7,1564,True,True,Normal,1941,1950,3,5475.916262596168,2,Branch_4
928,193000,-93.642885,42.013169,Crawford,13339,OneFam,Above_Average,6,1561,False,True,Normal,1960,1960,3,5536.208117011665,2,Branch_4
929,158000,-93.640762,42.014943,Crawford,15600,OneFam,Good,7,1523,True,True,Normal,1949,2005,3,5297.659254397768,2,Branch_4
931,224000,-93.639407,42.0125,Crawford,17500,OneFam,Average,6,1906,False,True,Normal,1954,1954,3,5304.567915326457,2,Branch_4
932,115000,-93.645743,42.009489,Blueste,1733,Twnhs,Above_Average,5,1032,True,True,Normal,1980,1980,2,5922.648426247766,1,Branch_4
933,137000,-93.645743,42.009489,Blueste,1488,TwnhsE,Above_Average,5,1229,True,True,Normal,1980,1992,2,5922.648426247766,2,Branch_4
934,121000,-93.645743,42.009489,Blueste,1612,Twnhs,Above_Average,5,1229,True,True,Normal,1980,1980,2,5922.648426247766,2,Branch_4
935,124000,-93.645743,42.009489,Blueste,1300,TwnhsE,Above_Average,5,1229,True,True,Normal,1980,1980,2,5922.648426247766,2,Branch_4
936,208000,-93.644864,42.010636,Crawford,13607,OneFam,Above_Average,6,1982,True,True,Normal,1986,1986,3,5801.717289521324,3,Branch_4
937,315000,-93.643539,42.01141,Crawford,17597,OneFam,Excellent,7,2365,False,True,Normal,1971,2009,3,5665.808246086356,2,Branch_4
938,222000,-93.643947,42.009134,Crawford,21695,OneFam,Excellent,5,1680,False,True,Normal,1988,2007,3,5807.359515957735,2,Branch_4
939,147000,-93.62529,42.022721,Iowa_DOT_and_Rail_Road,10690,OneFam,Good,6,1344,True,True,Normal,1920,1997,3,3797.6702379644003,1,Branch_4
940,123000,-93.626839,42.021425,Iowa_DOT_and_Rail_Road,8660,OneFam,Above_Average,11,2168,True,True,Normal,1900,1993,5,3964.483101603257,2,Branch_4
941,78000,-93.625299,42.021596,Iowa_DOT_and_Rail_Road,6402,OneFam,Average,6,1192,True,True,Normal,1920,1950,3,3837.7285498621727,1,Branch_4
943,75000,-93.615395,42.020002,Iowa_DOT_and_Rail_Road,10200,OneFam,Above_Average,4,572,False,True,Normal,1925,1950,2,3152.0884814187243,1,Branch_4
944,230000,-93.6165709,42.008683,Crawford,3843,TwnhsE,Average,5,1648,False,True,Partial,2007,2008,2,3961.8577582431517,2,Branch_4
945,57625,-93.588227,42.0183,Iowa_DOT_and_Rail_Road,21780,OneFam,Below_Average,4,810,False,True,Normal,1910,1950,1,1721.3317903423977,1,Branch_4
946,251000,-93.606944,41.996888,Mitchell,10125,OneFam,Average,7,2052,True,True,Normal,2000,2001,3,4526.863281145253,3,Branch_4
948,240000,-93.607055,41.997119,Mitchell,12118,OneFam,Average,7,1710,False,True,Normal,2004,2005,3,4508.461296607486,2,Branch_4
949,215000,-93.603717,41.99539,Mitchell,12209,OneFam,Average,7,1961,True,True,Normal,2001,2002,3,4560.783693912669,3,Branch_4
950,156450,-93.604716,41.997067,Mitchell,9750,OneFam,Above_Average,5,926,False,True,Normal,1977,1977,2,4426.168986030654,1,Branch_4
951,173000,-93.604491,41.997069,Mitchell,9360,OneFam,Good,5,1287,False,True,Normal,1977,1977,2,4417.918232321055,2,Branch_4
952,126000,-93.604519,41.996919,Mitchell,10125,Duplex,Average,8,1734,True,True,Normal,1977,1977,4,4433.959993597325,2,Branch_4
953,173000,-93.602356,41.995905,Mitchell,9947,OneFam,Average,6,1217,False,True,Normal,1990,1991,3,4463.741037117405,2,Branch_4
956,375000,-93.652119,42.00138,Timberland,215245,OneFam,Average,8,2036,False,True,Normal,1965,1965,3,6818.147701538507,2,Branch_4
957,315500,-93.65315,41.995027,Timberland,12898,OneFam,Average,6,1620,False,True,Normal,2007,2008,2,7276.460520519463,2,Branch_4
958,224500,-93.651832,41.995058,Timberland,13159,OneFam,Average,6,1692,True,True,Partial,2009,2009,3,7185.726523824031,3,Branch_4
959,410000,-93.651867,41.993759,Timberland,13438,OneFam,Average,9,2036,False,True,Normal,2008,2008,3,7273.598521221613,2,Branch_4
960,316500,-93.653039,41.994727,Timberland,14463,OneFam,Average,7,1641,False,True,Normal,2008,2008,3,7288.351247195067,2,Branch_4
961,201000,-93.650453,41.994695,Timberland,8925,OneFam,Average,7,1466,False,True,Normal,2007,2007,3,7117.516018609591,2,Branch_4
962,175000,-93.646455,41.997684,Timberland,11457,OneFam,Average,6,1412,False,True,Normal,1988,1988,3,6653.857259414167,2,Branch_4
963,204000,-93.644884,41.998952,Timberland,9839,OneFam,Very_Good,7,2237,True,True,Normal,1980,2006,3,6465.801685012823,3,Branch_4
964,213500,-93.6446004,41.9981656,Timberland,14419,OneFam,Average,7,1479,False,True,Normal,1987,1989,3,6498.368025240814,3,Branch_4
965,220000,-93.646793,41.996327,Timberland,6853,OneFam,Average,6,1296,False,True,Normal,2001,2002,2,6766.138626125721,2,Branch_4
967,315000,-93.646816,41.995359,Timberland,14601,OneFam,Average,8,1838,False,True,Normal,2006,2006,2,6832.901752299658,2,Branch_4
968,425000,-93.651703,41.992964,Timberland,12633,OneFam,Average,7,1978,False,True,Normal,2007,2007,2,7316.052508977218,2,Branch_4
969,139500,-93.6042638,41.9935397,Mitchell,12518,OneFam,Good,6,1008,False,True,Normal,1968,1968,3,4767.329702208539,1,Branch_4
970,115000,-93.608359,41.992193,Mitchell,21750,OneFam,Below_Average,9,1771,False,True,Normal,1960,2006,3,5045.018146623629,1,Branch_4
971,162000,-93.608196,41.993128,Mitchell,4500,TwnhsE,Average,5,1204,False,True,Normal,1998,1998,2,4945.935063960018,2,Branch_4
972,165000,-93.60821,41.992122,Mitchell,4500,TwnhsE,Average,5,1224,False,True,Normal,1999,1999,2,5046.686072433263,2,Branch_4
973,91000,-93.604252,41.991786,Meadow_Village,1596,Twnhs,Average,5,988,True,True,Normal,1973,1973,2,4946.532862511378,1,Branch_4
974,130000,-93.604218,41.992919,Mitchell,9858,OneFam,Above_Average,5,874,False,True,Normal,1968,1968,3,4829.276406299212,1,Branch_4
975,86000,-93.603479,41.992185,Meadow_Village,1526,Twnhs,Very_Good,3,630,False,True,Normal,1970,2002,1,4881.375967049755,1,Branch_4
